idx,Date,symbol,5adjustedclose,pred_01,truth,X,X,X
85,7/10/2018,BTAI,12.99,0.34%,-38.88%,0.044178798,-5.05,-5.05
945,12/7/2021,BTAI,22.57,0.25%,-22.77%,0.055587563,-5.14,-5.14
5970,5/20/2020,PBH,41.47,0.26%,-12.78%,0.109785625,-5.3,-5.3
1008,3/9/2022,BTAI,18.89,0.22%,-28.75%,0.041400726,-5.43,-5.43
3648,3/7/2022,CSR,103.454,0.19%,-5.48%,0.194363644,-5.6735,-5.6735
9261,8/8/2019,VRNT,28.7264,0.33%,-20.06%,0.094255702,-5.7616,-5.7616
1047,5/4/2022,BTAI,14.8,0.22%,-38.99%,0.033033479,-5.77,-5.77
5423,3/19/2018,PBH,35.3,0.22%,-16.88%,0.076251555,-5.96,-5.96
8649,4/20/2022,SLN,15.72,0.29%,-38.33%,0.045387518,-6.025,-6.025
9403,3/3/2020,VRNT,26.5818,0.25%,-22.88%,0.065569587,-6.0826,-6.0826
4262,10/10/2018,ODFL,91.3827,0.29%,-6.70%,0.268426483,-6.1272,-6.1272
2617,1/31/2018,CSR,47.0137,0.27%,-13.06%,0.126990496,-6.1406,-6.1406
5150,4/21/2022,ODFL,274.458,0.22%,-2.39%,0.61040461,-6.563,-6.563
5608,12/11/2018,PBH,33.92,0.29%,-19.46%,0.096686053,-6.6,-6.6
905,10/11/2021,BTAI,30.9,0.14%,-21.52%,0.043269783,-6.65,-6.65
1026,4/4/2022,BTAI,20.49,0.30%,-32.94%,0.060675035,-6.75,-6.75
3611,1/11/2022,CSR,99.0756,0.23%,-6.93%,0.22392006,-6.8697,-6.8697
9947,4/28/2022,VRNT,55.19,0.29%,-13.63%,0.162630349,-7.52,-7.52
386,9/19/2019,BTAI,11.77,0.25%,-64.66%,0.029299266,-7.61,-7.61
813,6/1/2021,BTAI,34.3,0.29%,-22.74%,0.10051628,-7.8,-7.8
2609,1/19/2018,CSR,47.3454,0.27%,-16.64%,0.126696196,-7.8771,-7.8771
8632,3/25/2022,SLN,19.25,0.25%,-41.30%,0.04852796,-7.95,-7.95
4905,5/3/2021,ODFL,260.305,0.24%,-3.08%,0.621293189,-8.029,-8.029
913,10/21/2021,BTAI,29.71,0.29%,-27.77%,0.08640772,-8.25,-8.25
3688,5/3/2022,CSR,84.6353,0.32%,-9.83%,0.270627889,-8.3224,-8.3224
2612,1/24/2018,CSR,47.9258,0.27%,-17.82%,0.128249345,-8.5404,-8.5404
9967,5/26/2022,VRNT,50.38,0.23%,-16.99%,0.113725872,-8.56,-8.56
4731,8/21/2020,ODFL,195.761,0.24%,-4.39%,0.469999296,-8.586,-8.586
5364,12/20/2017,PBH,44.25,0.30%,-19.71%,0.131395862,-8.72,-8.72
2606,1/16/2018,CSR,47.5941,0.33%,-18.99%,0.156038304,-9.0379,-9.0379
3749,8/1/2022,CSR,84.4058,0.25%,-10.85%,0.210677696,-9.1597,-9.1597
8635,3/30/2022,SLN,19.48,0.32%,-47.13%,0.061729773,-9.18,-9.18
3145,3/9/2020,CSR,61.9338,0.22%,-14.90%,0.134363081,-9.2299,-9.2299
496,2/27/2020,BTAI,32.57,0.22%,-28.71%,0.070447933,-9.35,-9.35
6523,8/1/2022,PBH,61.12,0.18%,-15.38%,0.109776397,-9.4,-9.4
4284,11/9/2018,ODFL,88.7464,0.34%,-10.68%,0.300371181,-9.4757,-9.4757
5371,1/2/2018,PBH,43.89,0.24%,-21.60%,0.106120165,-9.48,-9.48
733,2/4/2021,BTAI,54.39,0.29%,-17.71%,0.155897529,-9.63,-9.63
5108,2/18/2022,ODFL,287.031,0.21%,-3.47%,0.59815211,-9.949,-9.949
9970,6/1/2022,VRNT,51.72,0.18%,-19.24%,0.094379975,-9.95,-9.95
4913,5/13/2021,ODFL,262.592,0.26%,-3.85%,0.671765743,-10.117,-10.117
5310,10/4/2017,PBH,50.91,0.26%,-20.11%,0.131870432,-10.24,-10.24
4792,11/17/2020,ODFL,204.526,0.34%,-5.15%,0.687914038,-10.539,-10.539
1020,3/25/2022,BTAI,21.96,0.29%,-48.27%,0.062696678,-10.6,-10.6
5368,12/27/2017,PBH,44.54,0.35%,-24.20%,0.15483156,-10.78,-10.78
4234,8/30/2018,ODFL,100.616,0.21%,-10.76%,0.213483688,-10.8308,-10.8308
3658,3/21/2022,CSR,95.5338,0.24%,-11.41%,0.22925824,-10.8985,-10.8985
3140,3/2/2020,CSR,65.2955,0.26%,-16.84%,0.171051781,-10.9934,-10.9934
920,11/1/2021,BTAI,31.35,0.38%,-35.82%,0.118909622,-11.23,-11.23
5896,2/4/2020,PBH,41.28,0.37%,-27.33%,0.150880906,-11.28,-11.28
5370,12/29/2017,PBH,44.41,0.35%,-25.83%,0.157604278,-11.47,-11.47
5143,4/11/2022,ODFL,257.516,0.21%,-4.50%,0.551270295,-11.593,-11.593
4179,6/13/2018,ODFL,106.384,0.15%,-10.98%,0.159894897,-11.6799,-11.6799
3146,3/10/2020,CSR,63.7183,0.22%,-18.49%,0.138234488,-11.7815,-11.7815
4258,10/4/2018,ODFL,101.553,0.21%,-11.89%,0.217085888,-12.0768,-12.0768
924,11/5/2021,BTAI,34.24,0.27%,-35.72%,0.093161914,-12.23,-12.23
929,11/12/2021,BTAI,34.53,0.38%,-36.87%,0.130971268,-12.73,-12.73
5164,5/11/2022,ODFL,270.218,0.29%,-4.73%,0.788802686,-12.782,-12.782
3589,12/9/2021,CSR,105.136,0.13%,-12.28%,0.140301858,-12.9106,-12.9106
4252,9/26/2018,ODFL,106.181,0.22%,-13.11%,0.238472842,-13.9239,-13.9239
4728,8/18/2020,ODFL,193.925,0.20%,-7.34%,0.382558834,-14.239,-14.239
5109,2/22/2022,ODFL,285.676,0.27%,-5.94%,0.781460699,-16.965,-16.965
5153,4/26/2022,ODFL,271.495,0.17%,-6.59%,0.450275951,-17.895,-17.895
3603,12/30/2021,CSR,107.563,0.16%,-16.80%,0.172437999,-18.0719,-18.0719
3760,8/16/2022,CSR,87.947,0.19%,-22.53%,0.165213699,-19.813,-19.813
746,2/24/2021,BTAI,56.98,0.27%,-36.78%,0.151950332,-20.96,-20.96
3761,8/17/2022,CSR,87.947,0.18%,-24.19%,0.156700895,-21.277,-21.277
5166,5/13/2022,ODFL,272.503,0.39%,-8.09%,1.051075736,-22.059,-22.059
4590,1/31/2020,ODFL,129.562,0.14%,-17.86%,0.182449688,-23.142,-23.142
3131,2/18/2020,CSR,75.8221,0.29%,-33.75%,0.216351652,-25.5931,-25.5931
4603,2/20/2020,ODFL,149.033,0.10%,-17.36%,0.154516073,-25.872,-25.872
4245,9/17/2018,ODFL,106.589,0.16%,-25.61%,0.172636639,-27.2964,-27.2964
3130,2/14/2020,CSR,76.3178,0.29%,-37.12%,0.217766088,-28.3263,-28.3263
5056,12/6/2021,ODFL,351.991,0.21%,-11.53%,0.733088417,-40.569,-40.569
5070,12/27/2021,ODFL,354.453,0.32%,-12.66%,1.127309056,-44.885,-44.885
5078,1/6/2022,ODFL,341.086,0.18%,-15.85%,0.60166264,-54.055,-54.055
5057,12/7/2021,ODFL,362.826,0.21%,-15.66%,0.755654372,-56.826,-56.826
5116,3/3/2022,ODFL,323.716,0.10%,-18.40%,0.319184753,-59.565,-59.565
